1.00051, 0.994946, 6.27308
2.0004, 0.980248, 6.26389
3.00013, 0.957256, 6.25649
3.99969, 0.927692, 6.25074
4.99909, 0.893097, 6.24642
5.99836, 0.854793, 6.24332
6.99752, 0.813903, 6.24125
7.99662, 0.771372, 6.24004
8.99569, 0.728236, 6.23954
9.99473, 0.684605, 6.23959
10.9938, 0.641021, 6.24016
11.9929, 0.598519, 6.24118
12.992, 0.557149, 6.24243
13.9912, 0.517148, 6.24391
14.9905, 0.478712, 6.24557
15.9898, 0.441987, 6.24734
16.9892, 0.407073, 6.24919
17.9887, 0.374028, 6.25108
18.9882, 0.34288, 6.25299
19.9877, 0.313632, 6.25488
20.9874, 0.286262, 6.25674
21.987, 0.260731, 6.25856
22.9868, 0.236988, 6.26032
23.9865, 0.21497, 6.26201
24.9863, 0.194606, 6.26363
25.9861, 0.175821, 6.26517
26.986, 0.158533, 6.26663
27.9859, 0.142661, 6.268
28.9857, 0.128122, 6.26929
29.9857, 0.114832, 6.2705
30.9856, 0.102711, 6.27163
31.9855, 0.0916793, 6.27268
32.9855, 0.0811719, 6.27365
33.9854, 0.071638, 6.27464
34.9854, 0.0630939, 6.27556
35.9854, 0.0554684, 6.27639
36.9853, 0.0486773, 6.27715
37.9853, 0.0426395, 6.27783
38.9853, 0.0372799, 6.27844
39.9853, 0.0325299, 6.27898
40.9853, 0.0283266, 6.27947
41.9853, 0.0246132, 6.27991
42.9853, 0.0213379, 6.2803
43.9853, 0.0184538, 6.28065
44.9853, 0.0159186, 6.28096
45.9853, 0.013694, 6.28124
46.9853, 0.0117455, 6.28148
47.9853, 0.010042, 6.2817
48.9853, 0.00855579, 6.28189
49.9853, 0.00726171, 6.28206
50.9853, 0.0061374, 6.28221
51.9853, 0.00516282, 6.28234
52.9853, 0.00432005, 6.28246
53.9853, 0.00359316, 6.28256
54.9853, 0.00296793, 6.28265
55.9853, 0.00243174, 6.28273
56.9853, 0.00197339, 6.28279
57.9853, 0.00158294, 6.28285
58.9853, 0.00125161, 6.28291
59.9853, 0.000971629, 6.28295
60.9853, 0.000736167, 6.28299
61.9853, 0.000539192, 6.28302
62.9853, 0.000375409, 6.28305
63.9853, 0.000240171, 6.28307
64.9853, 0.000129411, 6.2831
65.9853, 3.95722e-05, 6.28311
66.9853, -3.24486e-05, 6.28313
67.9853, -8.93517e-05, 6.28314
68.9853, -0.000133483, 6.28315
69.9853, -0.000166876, 6.28316
70.9853, -0.000191287, 6.28317
71.9853, -0.000208233, 6.28317
72.9853, -0.000219017, 6.28318
73.9853, -0.000224756, 3.65784e-06
74.9853, -0.000221098, 6.93456e-06
75.9853, -0.000214164, 8.5507e-06
76.9853, -0.000205613, 9.53028e-06
77.9853, -0.000196083, 1.01437e-05
78.9853, -0.000185939, 1.0491e-05
79.9853, -0.000175448, 1.06292e-05
80.9853, -0.000164819, 1.06008e-05
81.9853, -0.000154218, 1.04403e-05
82.9853, -0.000143778, 1.01771e-05
83.9853, -0.000133601, 9.83533e-06
84.9853, -0.000123765, 9.43561e-06
85.9853, -0.00011433, 8.99492e-06
86.9853, -0.000105335, 8.52735e-06
87.9853, -9.68075e-05, 8.04445e-06
88.9853, -8.87631e-05, 7.55562e-06
89.9853, -8.12074e-05, 7.06843e-06
90.9853, -7.4139e-05, 6.58885e-06
91.9853, -6.75502e-05, 6.12157e-06
92.9853, -6.14286e-05, 5.67015e-06
93.9853, -5.57584e-05, 5.23721e-06
94.9853, -5.05212e-05, 4.8246e-06
95.9853, -4.56966e-05, 4.43354e-06
96.9853, -4.12631e-05, 4.06469e-06
97.9853, -3.71984e-05, 3.71833e-06
98.9853, -3.34801e-05, 3.39436e-06
99.9853, -3.00857e-05, 3.09242e-06
100.985, -2.69933e-05, 2.81193e-06
101.985, -2.41813e-05, 2.55216e-06
102.985, -2.16292e-05, 2.31226e-06
103.985, -1.93169e-05, 2.09128e-06
104.985, -1.72257e-05, 1.88824e-06
105.985, -1.53374e-05, 1.7021e-06
106.985, -1.36353e-05, 1.53185e-06
107.985, -1.21035e-05, 1.37644e-06
108.985, -1.0727e-05, 1.23487e-06
109.985, -9.49214e-06, 1.10616e-06
110.985, -8.38599e-06, 9.8934e-07
111.985, -7.39665e-06, 8.83513e-07
112.985, -6.51313e-06, 7.87807e-07
113.985, -5.72533e-06, 7.014e-07
114.985, -5.02393e-06, 6.23517e-07
115.985, -4.40041e-06, 5.53429e-07
116.985, -3.84698e-06, 4.90456e-07
117.985, -3.35652e-06, 4.33963e-07
118.985, -2.92256e-06, 3.83363e-07
119.985, -2.5392e-06, 3.3811e-07
120.985, -2.20109e-06, 2.977e-07
121.985, -1.90339e-06, 2.6167e-07
122.985, -1.64172e-06, 2.29594e-07
123.985, -1.41212e-06, 2.01082e-07
124.985, -1.21104e-06, 1.75777e-07
125.985, -1.03526e-06, 1.53353e-07
126.985, -8.81912e-07, 1.33513e-07
127.985, -7.48399e-07, 1.15987e-07
128.985, -6.32412e-07, 1.00532e-07
129.985, -5.3188e-07, 8.69249e-08
130.985, -4.44955e-07, 7.49655e-08
131.985, -3.69989e-07, 6.44731e-08
132.985, -3.05516e-07, 5.52844e-08
133.985, -2.50232e-07, 4.72528e-08
134.985, -2.02979e-07, 4.02465e-08
135.985, -1.62732e-07, 3.41472e-08
136.985, -1.28585e-07, 2.88491e-08
137.985, -9.97361e-08, 2.42574e-08
138.985, -7.54787e-08, 2.02877e-08
139.985, -5.5191e-08, 1.68646e-08
