140.985, -3.83264e-08, 1.3921e-08
141.985, -2.44055e-08, 1.13972e-08
142.985, -1.30082e-08, 9.24048e-09
143.985, -3.76774e-09, 7.40382e-09
144.985, 3.63608e-09, 5.8458e-09
145.985, 9.48189e-09, 4.52979e-09
146.985, 1.40117e-08, 3.4235e-09
147.985, 1.74352e-08, 2.49849e-09
148.985, 1.99337e-08, 1.72979e-09
149.985, 2.16635e-08, 1.09549e-09
150.985, 2.2759e-08, 5.76396e-10
151.985, 2.33354e-08, 1.5574e-10
152.985, 2.34911e-08, 6.28318
153.985, -5.28387e-06, 6.28318
154.985, -1.05915e-05, 9.70145e-07
155.985, -9.62135e-06, 1.99475e-06
156.985, -7.6266e-06, 1.92498e-06
157.985, -5.70162e-06, 1.65792e-06
158.985, -4.0437e-06, 1.38335e-06
159.985, -2.66035e-06, 1.13805e-06
160.985, -1.5223e-06, 9.26121e-07
161.985, -5.9618e-07, 7.44996e-07
162.985, 1.48817e-07, 5.91067e-07
163.985, 7.39884e-07, 4.60853e-07
164.985, 1.20074e-06, 3.51221e-07
165.985, 1.55196e-06, 2.59398e-07
166.985, 1.81136e-06, 1.82943e-07
167.985, 1.9943e-06, 1.19714e-07
168.985, 2.11401e-06, 6.78326e-08
169.985, 2.18185e-06, 2.56569e-08
170.985, 2.2075e-06, 6.28318
171.985, -3.10792e-06, 6.28318
172.985, -8.45023e-06, 9.14738e-07
173.985, -7.53549e-06, 1.92356e-06
174.985, -5.61193e-06, 1.84215e-06
175.985, -3.76977e-06, 1.56691e-06
176.985, -2.20286e-06, 1.287e-06
177.985, -9.15858e-07, 1.03871e-06
178.985, 1.22852e-07, 8.25687e-07
179.985, 9.48539e-07, 6.44997e-07
180.985, 1.59354e-06, 4.92712e-07
181.985, 2.08625e-06, 3.65084e-07
182.985, 2.45133e-06, 2.58753e-07
183.985, 2.71008e-06, 1.70759e-07
184.985, 2.88084e-06, 9.85035e-08
185.985, 2.97935e-06, 3.97127e-08
186.985, 3.01906e-06, 6.28318
187.985, -2.29572e-06, 6.28318
188.985, -7.64805e-06, 8.96336e-07
189.985, -6.75171e-06, 1.89874e-06
190.985, -4.85298e-06, 1.81254e-06
191.985, -3.04044e-06, 1.53387e-06
192.985, -1.50657e-06, 1.25166e-06
193.985, -2.5491e-07, 1.002e-06
194.985, 7.47086e-07, 7.88359e-07
195.985, 1.53544e-06, 6.07664e-07
196.985, 2.14311e-06, 4.5586e-07
197.985, 2.59897e-06, 3.29093e-07
198.985, 2.92806e-06, 2.23916e-07
199.985, 3.15198e-06, 1.37292e-07
